Shipping Code,Category 1,Category 2,City,Library ID,Zip Code,Territory,Shipping Date,State,Shipping Rating,CO2 Emissions,Energy Usage,Damaged Items,Container Volume,Shipping Cost,Units
610,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_105767,19134,East,27/05/2019,Pennsylvania,Very Friendly,1,5,1,78,22,4
613,Stationary,Paper,Philadelphia,LL_121223,19143,East,13/09/2021,Pennsylvania,Friendly,1,5,1,72,5,5
615,Computers and Scanners,Telephones and Intercomms,Grove City,LL_138611,43123,East,17/11/2022,Ohio,Friendly,1,5,0,71,5,5
616,Stationary,Folders,Grove City,LL_138611,43123,East,17/11/2022,Ohio,Low,1,5,0,69,12,5
617,Shelves and Couches,Desks and Tables,New York City,LL_117947,10011,East,23/08/2022,New York,Friendly,3,540,1,69,11,5
619,Stationary,Folders,New York City,LL_117947,10011,East,23/08/2022,New York,Very Friendly,565,957,3,77,25,288
620,Computers and Scanners,Telephones and Intercomms,New York City,LL_117947,10011,East,23/08/2022,New York,Friendly,1,538,0,75,8,3
621,Shelves and Couches,Desks and Tables,New York City,LL_117947,10011,East,23/08/2022,New York,Low,19,515,0,73,13,25
622,Stationary,Folders,Chicago,LL_111171,60610,Central,31/12/2019,Illinois,Low,9,698,0,70,2,33
623,Shelves and Couches,Desk Chairs,Dearborn,LL_138009,48126,Central,3/12/2020,Michigan,Low,1,4,0,48,1,15
624,Stationary,Pens,Dearborn,LL_138009,48126,Central,3/12/2020,Michigan,Low,1,386,0,57,2,8
625,Stationary,Containers,Dearborn,LL_138009,48126,Central,3/12/2020,Michigan,Friendly,1,907,0,48,12,2
626,Stationary,Paper,Dearborn,LL_138009,48126,Central,3/12/2020,Michigan,Low,1,5,0,52,1,13
627,Shelves and Couches,Desks and Tables,New York City,LL_163020,10009,East,19/09/2022,New York,Low,1,5,0,49,1,7
628,Stationary,Pens,Seattle,LL_153787,98115,West,23/05/2022,Washington,Low,1,766,0,52,3,17
629,Stationary,Folders,San Francisco,LL_133431,94122,West,21/12/2022,California,Low,1,5,0,45,1,4
630,Stationary,Paper,San Francisco,LL_133431,94122,West,21/12/2022,California,Low,1,5,0,47,1,9
631,Stationary,Containers,Aurora,LL_135720,80013,West,13/12/2021,Colorado,Low,1,5,0,59,0,5
632,Computers and Scanners,Scanners,Aurora,LL_135720,80013,West,13/12/2021,Colorado,Low,1,503,0,48,1,51
633,Computers and Scanners,Telephones and Intercomms,Aurora,LL_135720,80013,West,13/12/2021,Colorado,Low,1,999,0,53,5,3
634,Computers and Scanners,Scanners,Miami,LL_144694,33180,South,26/09/2022,Florida,Low,1,578,0,47,4,17
635,Stationary,Barcode Labels,Miami,LL_144694,33180,South,26/09/2022,Florida,Low,1,5,0,58,2,5
636,Shelves and Couches,Desk Chairs,Warner Robins,LL_168004,31088,South,9/10/2020,Georgia,Moderate,15,971,0,70,4,69
637,Stationary,Folders,Aurora,LL_123470,80013,West,21/08/2021,Colorado,Low,1,5,0,48,4,5
638,Stationary,Pens,Aurora,LL_123470,80013,West,21/08/2021,Colorado,Low,1,804,0,58,0,5
639,Shelves and Couches,Desks and Tables,Vallejo,LL_115917,94591,West,25/05/2021,California,Moderate,1,648,0,55,0,72
640,Stationary,Folders,Vallejo,LL_115917,94591,West,25/05/2021,California,Low,1,593,0,60,12,5
641,Shelves and Couches,Desks and Tables,Minneapolis,LL_147067,55407,Central,22/12/2021,Minnesota,Low,1,5,0,56,6,5
642,Stationary,Containers,Mission Viejo,LL_167913,92691,West,3/08/2022,California,Friendly,1,226,0,58,2,20
643,Stationary,Barcode Labels,Mission Viejo,LL_167913,92691,West,3/08/2022,California,Low,1,5,0,52,1,9
644,Computers and Scanners,Scanners,Rochester Hills,LL_106103,48307,Central,15/06/2022,Michigan,Low,1,5,0,52,0,5
645,Stationary,Paper,Plainfield,LL_127719,7060,East,25/07/2022,New Jersey,Moderate,1,769,0,53,3,34
646,Stationary,Pens,Columbus,LL_126221,47201,Central,5/01/2023,Indiana,Moderate,1,5,0,44,4,2
647,Stationary,Staples,Sierra Vista,LL_103947,85635,West,8/04/2021,Arizona,Low,1,5,0,54,1,3
648,Stationary,Pens,Sierra Vista,LL_103947,85635,West,8/04/2021,Arizona,Low,5,441,0,73,1,5
649,Shelves and Couches,Desks and Tables,Vancouver,LL_160745,98661,West,16/12/2021,Washington,Moderate,1,5,0,61,1,17
650,Computers and Scanners,Telephones and Intercomms,Vancouver,LL_160745,98661,West,16/12/2021,Washington,Low,1,5,0,47,1,12
651,Computers and Scanners,Scanners,Vancouver,LL_160745,98661,West,16/12/2021,Washington,Low,1,5,0,51,1,11
652,Stationary,Paper,New York City,LL_132661,10024,East,29/10/2021,New York,Low,1,5,0,61,6,3
653,Stationary,Paper,New York City,LL_140844,10035,East,23/06/2022,New York,Very Friendly,1,5,1,73,19,5
654,Computers and Scanners,Scanners,New York City,LL_140844,10035,East,23/06/2022,New York,Friendly,4,18,0,69,13,30
655,Stationary,Pens,Columbus,LL_137239,43229,East,28/08/2021,Ohio,Moderate,1,63,0,48,1,20
656,Stationary,Folders,Columbus,LL_137239,43229,East,28/08/2021,Ohio,Friendly,1,76,0,54,6,2
657,Stationary,Envelopes,Columbus,LL_137239,43229,East,28/08/2021,Ohio,Low,1,5,0,53,1,12
658,Shelves and Couches,Desk Chairs,Aurora,LL_156097,60505,Central,19/09/2021,Illinois,Moderate,9,7,0,48,1,133
659,Stationary,Folders,Aurora,LL_156097,60505,Central,19/09/2021,Illinois,Friendly,1,5,0,52,1,9
660,Stationary,Containers,Arlington,LL_146563,76017,Central,28/08/2020,Texas,Low,1,5,0,64,2,5
661,Stationary,Containers,Arlington,LL_146563,76017,Central,28/08/2020,Texas,Low,1,556,0,60,4,11
662,Shelves and Couches,Counters,Arlington,LL_146563,76017,Central,28/08/2020,Texas,Friendly,1,5,1,71,30,5
663,Stationary,Folders,Arlington,LL_146563,76017,Central,28/08/2020,Texas,Moderate,1,5,0,41,1,5
664,Stationary,Containers,New York City,LL_123666,10011,East,30/03/2021,New York,Terrible,1,5,0,52,2,8
665,Stationary,Staples,Louisville,LL_143308,40214,South,4/11/2021,Kentucky,Very Friendly,38,374,0,53,18,46
666,Stationary,Additional Supplies,Dallas,LL_132682,75081,Central,10/06/2022,Texas,Low,1,5,0,50,0,7
667,Stationary,Paper,Dallas,LL_132682,75081,Central,10/06/2022,Texas,Moderate,1,725,0,59,1,30
668,Computers and Scanners,Telephones and Intercomms,Dallas,LL_132682,75081,Central,10/06/2022,Texas,Moderate,1,5,0,46,4,5
669,Shelves and Couches,Desks and Tables,Cleveland,LL_156314,44105,East,26/12/2019,Ohio,Moderate,1,491,0,52,2,37
670,Shelves and Couches,Desks and Tables,Chicago,LL_106663,60653,Central,13/06/2022,Illinois,Low,1,303,0,54,3,5
671,Shelves and Couches,Counters,Chicago,LL_106663,60653,Central,13/06/2022,Illinois,Very Friendly,2,28,0,73,10,10
672,Stationary,Paper,Chicago,LL_106663,60653,Central,13/06/2022,Illinois,Moderate,1,5,0,51,2,27
673,Stationary,Paper,Quincy,LL_111178,62301,Central,22/06/2022,Illinois,Friendly,1,828,0,45,1,11
674,Stationary,Pens,Columbus,LL_130351,47201,Central,8/12/2022,Indiana,Low,1,500,0,43,2,13
675,Stationary,Paper,Columbus,LL_130351,47201,Central,8/12/2022,Indiana,Low,1,5,0,56,1,23
676,Computers and Scanners,Scanners,Columbus,LL_130351,47201,Central,8/12/2022,Indiana,Very Friendly,1,981,0,73,2,3
677,Stationary,Pens,Tyler,LL_119438,75701,Central,23/03/2022,Texas,Friendly,3,158,0,68,7,8
678,Computers and Scanners,Scanners,Tyler,LL_119438,75701,Central,23/03/2022,Texas,Moderate,3,713,0,67,1,139
679,Shelves and Couches,Desks and Tables,Tyler,LL_119438,75701,Central,23/03/2022,Texas,Low,1,5,0,63,0,5
680,Stationary,Folders,Tyler,LL_119438,75701,Central,23/03/2022,Texas,Friendly,1,505,1,77,25,5
681,Stationary,Folders,New York City,LL_164511,10024,East,24/11/2021,New York,Moderate,1,115,0,65,2,13
682,Stationary,Containers,New York City,LL_164511,10024,East,24/11/2021,New York,Friendly,453,554,0,74,11,1288
683,Stationary,Containers,New York City,LL_164511,10024,East,24/11/2021,New York,Very Friendly,1,705,0,73,8,4
684,Computers and Scanners,Fax Machines,Burlington,LL_168116,27217,South,4/11/2022,North Carolina,Very Friendly,4,608,2,82,53,7
685,Stationary,Pens,Burlington,LL_168116,27217,South,4/11/2022,North Carolina,Moderate,128,507,0,64,2,1094
686,Computers and Scanners,Scanners,Jackson,LL_157784,39212,South,8/07/2019,Mississippi,Moderate,32,366,0,68,5,218
687,Stationary,Barcode Labels,Jackson,LL_157784,39212,South,8/07/2019,Mississippi,Very Friendly,124,237,2,82,35,128
688,Stationary,Paper,Jackson,LL_157784,39212,South,8/07/2019,Mississippi,Friendly,15,41,0,67,5,15
689,Shelves and Couches,Book Shelf,New York City,LL_161480,10035,East,29/12/2022,New York,Terrible,8,27,0,68,0,23
690,Shelves and Couches,Desks and Tables,Waynesboro,LL_117135,22980,South,23/06/2019,Virginia,Very Friendly,47,717,3,78,36,48
691,Computers and Scanners,Telephones and Intercomms,Waynesboro,LL_117135,22980,South,23/06/2019,Virginia,Friendly,1,584,0,69,2,5
692,Stationary,Containers,Waynesboro,LL_117135,22980,South,23/06/2019,Virginia,Low,1,5,0,64,1,6
693,Computers and Scanners,Scanners,Los Angeles,LL_131534,90036,West,2/04/2020,California,Terrible,1,5,1,79,41,5
694,Stationary,Paper,Los Angeles,LL_131534,90036,West,2/04/2020,California,Very Friendly,16,619,2,74,23,25
695,Stationary,Paper,Chester,LL_119291,19013,East,17/05/2020,Pennsylvania,Friendly,1,5,0,73,12,5
696,Stationary,Barcode Labels,Chester,LL_119291,19013,East,17/05/2020,Pennsylvania,Friendly,1,525,0,65,7,3
697,Stationary,Envelopes,Chester,LL_119291,19013,East,17/05/2020,Pennsylvania,Low,1,64,0,63,0,50
698,Stationary,Barcode Labels,Chester,LL_119291,19013,East,17/05/2020,Pennsylvania,Moderate,1,707,0,64,0,25
699,Stationary,Paper,Chester,LL_119291,19013,East,17/05/2020,Pennsylvania,Moderate,12,695,0,65,1,152
700,Stationary,Folders,Chester,LL_119291,19013,East,17/05/2020,Pennsylvania,Moderate,7,822,0,68,14,83
701,Stationary,Folders,Chester,LL_119291,19013,East,17/05/2020,Pennsylvania,Very Friendly,3,634,2,80,42,4
702,Shelves and Couches,Desks and Tables,Cleveland,LL_114552,44105,East,8/09/2022,Ohio,Friendly,1,682,0,74,4,19
703,Shelves and Couches,Desks and Tables,Seattle,LL_163755,98103,West,8/11/2021,Washington,Moderate,1,170,0,65,1,7
704,Shelves and Couches,Counters,Long Beach,LL_142027,90805,West,14/04/2020,California,Very Friendly,23,107,0,72,17,65
705,Stationary,Paper,Cary,LL_138527,27511,South,17/09/2019,North Carolina,Low,1,5,0,62,1,5
706,Stationary,Pens,Cary,LL_138527,27511,South,17/09/2019,North Carolina,Terrible,4,629,0,64,0,5
707,Computers and Scanners,Scanners,Cary,LL_138527,27511,South,17/09/2019,North Carolina,Low,12,412,0,68,1,26
708,Computers and Scanners,Scanners,New York City,LL_112158,10035,East,4/12/2019,New York,Friendly,8,111,0,75,2,81
709,Shelves and Couches,Book Shelf,New York City,LL_112158,10035,East,4/12/2019,New York,Friendly,1,976,0,76,17,3
710,Stationary,Folders,New York City,LL_112158,10035,East,4/12/2019,New York,Terrible,1,5,1,35,35,5
711,Stationary,Paper,New York City,LL_113887,10035,East,7/04/2019,New York,Very Friendly,7,214,2,79,45,8
712,Stationary,Envelopes,Palm Coast,LL_146136,32137,South,7/09/2022,Florida,Friendly,5,9,0,69,6,10
713,Stationary,Pens,Mount Vernon,LL_100048,10550,East,24/05/2022,New York,Very Friendly,11,242,2,78,42,10
714,Computers and Scanners,Telephones and Intercomms,Mount Vernon,LL_100048,10550,East,24/05/2022,New York,Moderate,2,400,0,76,14,4
715,Computers and Scanners,Scanners,Mount Vernon,LL_100048,10550,East,24/05/2022,New York,Friendly,5,399,1,73,23,8
716,Stationary,Folders,Seattle,LL_153150,98105,West,6/07/2019,Washington,Friendly,2,812,1,75,29,4
717,Shelves and Couches,Desks and Tables,Dover,LL_130092,19901,East,14/01/2019,Delaware,Very Friendly,1,332,1,79,28,5
718,Shelves and Couches,Desks and Tables,Newark,LL_108910,43055,East,29/09/2022,Ohio,Friendly,12,415,1,76,48,10
719,Stationary,Folders,Orem,LL_104472,84057,West,7/06/2019,Utah,Very Friendly,6,87,3,78,45,5
720,Shelves and Couches,Desks and Tables,Orem,LL_104472,84057,West,7/06/2019,Utah,Very Friendly,2,188,2,72,39,5
722,Shelves and Couches,Counters,Detroit,LL_142335,48205,Central,19/12/2021,Michigan,Very Friendly,7,747,3,79,46,5
723,Stationary,Containers,Detroit,LL_142335,48205,Central,19/12/2021,Michigan,Very Friendly,39,879,2,80,35,62
724,Shelves and Couches,Desks and Tables,Philadelphia,LL_117429,19140,East,13/10/2019,Pennsylvania,Very Friendly,83,70,2,79,39,83
725,Stationary,Additional Supplies,Hialeah,LL_114713,33012,South,12/07/2021,Florida,Friendly,10,141,1,79,41,11
726,Stationary,Envelopes,Austin,LL_144113,78745,Central,20/09/2022,Texas,Friendly,6,136,1,73,39,10
727,Computers and Scanners,Telephones and Intercomms,Austin,LL_144113,78745,Central,20/09/2022,Texas,Very Friendly,1,273,4,82,49,5
728,Stationary,Paper,Oceanside,LL_150861,11572,East,6/12/2021,New York,Very Friendly,4,61,1,79,44,4
729,Shelves and Couches,Counters,Oceanside,LL_150861,11572,East,6/12/2021,New York,Terrible,1,5,0,1,0,5
730,Stationary,Containers,Oceanside,LL_150861,11572,East,6/12/2021,New York,Friendly,47,423,1,80,49,57
731,Shelves and Couches,Desk Chairs,Oceanside,LL_150861,11572,East,6/12/2021,New York,Friendly,1,994,0,69,0,2
732,Stationary,Barcode Labels,Oceanside,LL_150861,11572,East,6/12/2021,New York,Very Friendly,1,324,1,72,27,2
734,Computers and Scanners,Scanners,Seattle,LL_131954,98115,West,25/01/2022,Washington,Very Friendly,1,253,1,73,31,3
735,Stationary,Folders,Seattle,LL_131954,98115,West,25/01/2022,Washington,Friendly,1,843,2,78,61,5
736,Stationary,Folders,Seattle,LL_131954,98115,West,25/01/2022,Washington,Very Friendly,1,776,1,74,19,2
737,Shelves and Couches,Book Shelf,Seattle,LL_131954,98115,West,25/01/2022,Washington,Friendly,1,826,1,79,35,5
738,Stationary,Folders,Seattle,LL_131954,98115,West,25/01/2022,Washington,Friendly,1,360,0,68,6,4
740,Stationary,Barcode Labels,Naperville,LL_112326,60540,Central,8/01/2019,Illinois,Very Friendly,1,5,0,74,0,5
741,Stationary,Containers,Naperville,LL_112326,60540,Central,8/01/2019,Illinois,Very Friendly,18,10,3,79,41,16
742,Stationary,Folders,Naperville,LL_112326,60540,Central,8/01/2019,Illinois,Very Friendly,4,20,3,80,45,5
743,Stationary,Additional Supplies,Dallas,LL_146710,75220,Central,1/09/2021,Texas,Very Friendly,30,105,1,75,23,38
744,Stationary,Paper,Dallas,LL_146710,75220,Central,1/09/2021,Texas,Very Friendly,6,129,1,78,48,11
745,Stationary,Paper,Dallas,LL_146710,75220,Central,1/09/2021,Texas,Friendly,10,525,0,72,16,22
746,Stationary,Additional Supplies,Dallas,LL_146710,75220,Central,1/09/2021,Texas,Moderate,160,323,0,66,13,145
748,Stationary,Containers,San Diego,LL_124429,92105,West,27/05/2019,California,Friendly,1,635,0,73,0,8
749,Computers and Scanners,Telephones and Intercomms,Evanston,LL_150889,60201,Central,22/03/2021,Illinois,Very Friendly,4,639,2,74,34,5
750,Stationary,Folders,Trenton,LL_126074,48183,Central,6/10/2022,Michigan,Very Friendly,2,912,1,77,44,2
751,Shelves and Couches,Desks and Tables,Trenton,LL_126074,48183,Central,6/10/2022,Michigan,Very Friendly,32,196,2,80,45,42
752,Stationary,Paper,Trenton,LL_126074,48183,Central,6/10/2022,Michigan,Very Friendly,5,618,3,80,49,9
753,Stationary,Folders,Trenton,LL_126074,48183,Central,6/10/2022,Michigan,Very Friendly,4,996,3,81,43,7
754,Computers and Scanners,Photocopy Machines,San Francisco,LL_110499,94110,West,9/04/2021,California,Friendly,22,833,1,72,21,66
755,Shelves and Couches,Desks and Tables,Los Angeles,LL_135272,90036,West,12/12/2020,California,Moderate,35,641,0,69,7,48
756,Shelves and Couches,Counters,Jacksonville,LL_140928,32216,South,22/09/2021,Florida,Very Friendly,54,80,3,79,46,60
757,Stationary,Containers,Cottage Grove,LL_106803,55016,Central,2/01/2020,Minnesota,Very Friendly,2,752,1,75,28,5
758,Computers and Scanners,Scanners,Cottage Grove,LL_106803,55016,Central,2/01/2020,Minnesota,Low,42,649,0,71,3,69
759,Stationary,Folders,New York City,LL_117240,10009,East,28/07/2022,New York,Low,9,86,0,71,0,26
760,Stationary,Paper,Green Bay,LL_133333,54302,Central,22/09/2022,Wisconsin,Very Friendly,7,730,1,80,52,7
761,Stationary,Paper,Los Angeles,LL_112319,90004,West,5/09/2020,California,Moderate,2,176,0,73,14,5
762,Stationary,Barcode Labels,Atlanta,LL_126046,30318,South,7/11/2022,Georgia,Moderate,6,1,1,74,34,2
763,Computers and Scanners,Telephones and Intercomms,Columbus,LL_114923,43229,East,13/02/2020,Ohio,Moderate,2,220,0,76,11,4
764,Stationary,Envelopes,Bossier City,LL_162775,71111,South,15/01/2019,Louisiana,Very Friendly,3,350,0,74,13,2
765,Stationary,Envelopes,Bossier City,LL_162775,71111,South,15/01/2019,Louisiana,Very Friendly,4,185,1,77,28,5
766,Computers and Scanners,Scanners,Bossier City,LL_162775,71111,South,15/01/2019,Louisiana,Very Friendly,33,382,0,74,16,23
767,Stationary,Folders,Bossier City,LL_162775,71111,South,15/01/2019,Louisiana,Low,5,543,0,74,4,17
768,Stationary,Containers,Bossier City,LL_162775,71111,South,15/01/2019,Louisiana,Very Friendly,11,190,1,75,44,3
769,Shelves and Couches,Desks and Tables,Saint Petersburg,LL_106810,33710,South,20/05/2019,Florida,Terrible,2,667,0,62,2,19
770,Shelves and Couches,Desk Chairs,Arlington,LL_157245,22204,South,24/05/2021,Virginia,Terrible,1,5,0,2,2,5
771,Stationary,Folders,Des Moines,LL_104220,50315,Central,5/02/2022,Iowa,Very Friendly,35,814,0,81,36,20
772,Computers and Scanners,Telephones and Intercomms,Des Moines,LL_104220,50315,Central,5/02/2022,Iowa,Friendly,1,5,0,69,7,5
773,Stationary,Folders,Des Moines,LL_104220,50315,Central,5/02/2022,Iowa,Terrible,1,5,1,74,12,5
774,Stationary,Folders,Des Moines,LL_104220,50315,Central,5/02/2022,Iowa,Terrible,1,5,1,77,26,5
775,Stationary,Paper,Des Moines,LL_104220,50315,Central,5/02/2022,Iowa,Moderate,1,5,0,66,1,5
776,Shelves and Couches,Desks and Tables,Des Moines,LL_104220,50315,Central,5/02/2022,Iowa,Moderate,1,5,0,1,1,5
777,Stationary,Paper,Cincinnati,LL_165974,45231,East,6/07/2019,Ohio,Low,1,5,0,68,3,5
778,Shelves and Couches,Desk Chairs,San Francisco,LL_144267,94110,West,23/08/2020,California,Terrible,1,5,1,76,22,5
779,Stationary,Paper,San Francisco,LL_144267,94110,West,23/08/2020,California,Very Friendly,3,847,3,79,33,4
780,Stationary,Paper,San Francisco,LL_144267,94110,West,23/08/2020,California,Moderate,1,5,0,60,0,6
781,Stationary,Paper,San Francisco,LL_144267,94110,West,23/08/2020,California,Friendly,1,5,0,71,3,5
782,Stationary,Folders,Columbus,LL_157014,43229,East,6/10/2020,Ohio,Friendly,1,5,0,65,0,5
783,Computers and Scanners,Scanners,Columbus,LL_157014,43229,East,6/10/2020,Ohio,Friendly,1,5,0,72,6,5
784,Shelves and Couches,Book Shelf,Columbus,LL_157014,43229,East,6/10/2020,Ohio,Friendly,1,5,0,69,2,5
785,Computers and Scanners,Scanners,Columbus,LL_157014,43229,East,6/10/2020,Ohio,Friendly,1,5,1,75,28,5
786,Stationary,Envelopes,Columbia,LL_154921,29203,South,28/05/2020,South Carolina,Moderate,13,47,1,75,11,38
787,Stationary,Folders,Lancaster,LL_129567,93534,West,21/03/2022,California,Terrible,1,5,1,74,36,5
788,Shelves and Couches,Desk Chairs,Lancaster,LL_154620,93534,West,16/12/2020,California,Friendly,1,5,1,73,20,5
789,Stationary,Folders,Richmond,LL_115938,23223,South,30/06/2020,Virginia,Friendly,1,5,2,74,26,5
790,Stationary,Containers,Richmond,LL_115938,23223,South,30/06/2020,Virginia,Moderate,1,5,0,72,12,5
791,Stationary,Folders,Richmond,LL_115938,23223,South,30/06/2020,Virginia,Terrible,1,5,2,79,32,5
792,Shelves and Couches,Desk Chairs,Richmond,LL_115938,23223,South,30/06/2020,Virginia,Low,1,688,0,64,7,9
793,Computers and Scanners,Telephones and Intercomms,Asheville,LL_105256,28806,South,20/05/2021,North Carolina,Moderate,32,976,1,71,13,182
794,Stationary,Barcode Labels,San Francisco,LL_156433,94110,West,26/09/2019,California,Very Friendly,55,38,3,80,21,32
796,Stationary,Folders,Rochester,LL_151428,55901,Central,26/09/2022,Minnesota,Very Friendly,6,833,1,78,23,16
797,Stationary,Paper,Rochester,LL_124653,14609,East,26/12/2020,New York,Very Friendly,6,736,0,72,8,42
798,Stationary,Paper,Rochester,LL_124653,14609,East,26/12/2020,New York,Moderate,1,297,1,79,10,4
799,Stationary,Barcode Labels,Rochester,LL_124653,14609,East,26/12/2020,New York,Terrible,3,662,0,77,0,11
800,Shelves and Couches,Desk Chairs,Lake Elsinore,LL_101910,92530,West,3/12/2020,California,Terrible,1,5,0,1,0,5
801,Shelves and Couches,Desks and Tables,San Diego,LL_105809,92105,West,23/02/2022,California,Friendly,1,5,1,17,17,5
802,Computers and Scanners,Telephones and Intercomms,San Diego,LL_105809,92105,West,23/02/2022,California,Moderate,2,479,0,71,12,9
803,Stationary,Pens,New York City,LL_136133,10024,East,23/08/2021,New York,Moderate,3,712,0,74,9,13
804,Stationary,Paper,Monroe,LL_115504,71203,South,17/03/2021,Louisiana,Moderate,1,418,0,71,10,6
805,Shelves and Couches,Desks and Tables,San Francisco,LL_135783,94122,West,24/04/2022,California,Terrible,1,5,2,69,26,5
806,Stationary,Paper,Denver,LL_134313,80219,West,7/11/2019,Colorado,Moderate,1,5,1,71,21,5
807,Computers and Scanners,Telephones and Intercomms,Denver,LL_134313,80219,West,7/11/2019,Colorado,Friendly,1,436,0,70,9,12
808,Shelves and Couches,Desks and Tables,Omaha,LL_140921,68104,Central,5/02/2020,Nebraska,Moderate,1,5,0,65,9,5
809,Computers and Scanners,Scanners,Omaha,LL_140921,68104,Central,5/02/2020,Nebraska,Low,1,218,0,59,2,9
810,Stationary,Paper,Edmonds,LL_151995,98026,West,15/10/2019,Washington,Moderate,1,647,0,72,3,7
811,Shelves and Couches,Counters,Edmonds,LL_151995,98026,West,15/10/2019,Washington,Friendly,1,728,0,71,30,3
812,Stationary,Pens,Edmonds,LL_151995,98026,West,15/10/2019,Washington,Very Friendly,41,665,1,76,14,108
813,Computers and Scanners,Scanners,Edmonds,LL_151995,98026,West,15/10/2019,Washington,Moderate,1,758,0,71,5,5
814,Shelves and Couches,Desks and Tables,Santa Ana,LL_143686,92704,West,14/05/2022,California,Friendly,1,649,0,76,11,3
815,Computers and Scanners,Scanners,Santa Ana,LL_143686,92704,West,14/05/2022,California,Moderate,1,965,0,71,16,6
816,Stationary,Paper,Milwaukee,LL_106565,53209,Central,23/03/2020,Wisconsin,Very Friendly,3,638,1,72,6,27
817,Stationary,Paper,Philadelphia,LL_149370,19140,East,19/09/2021,Pennsylvania,Very Friendly,1,5,1,78,23,4
820,Shelves and Couches,Desk Chairs,Philadelphia,LL_140858,19140,East,2/07/2019,Pennsylvania,Friendly,1,5,1,72,31,5
822,Stationary,Paper,Philadelphia,LL_140858,19140,East,2/07/2019,Pennsylvania,Friendly,1,5,0,71,29,5
823,Computers and Scanners,Scanners,Belleville,LL_101434,7109,East,27/06/2022,New Jersey,Low,1,5,0,69,18,5
824,Stationary,Barcode Labels,Belleville,LL_101434,7109,East,27/06/2022,New Jersey,Friendly,3,541,1,69,13,5
826,Computers and Scanners,Scanners,San Francisco,LL_102071,94110,West,15/05/2019,California,Very Friendly,568,151,3,78,28,290
827,Stationary,Staples,Lakeville,LL_126956,55044,Central,28/08/2022,Minnesota,Friendly,1,523,1,76,8,3
828,Stationary,Additional Supplies,Lakeville,LL_126956,55044,Central,28/08/2022,Minnesota,Low,19,881,0,73,14,26
829,Stationary,Envelopes,Lakeville,LL_126956,55044,Central,28/08/2022,Minnesota,Low,9,974,0,70,8,34
830,Shelves and Couches,Desk Chairs,Florence,LL_129462,41042,South,21/06/2022,Kentucky,Low,2,676,0,48,3,16
831,Stationary,Pens,Florence,LL_129462,41042,South,21/06/2022,Kentucky,Low,1,491,0,57,3,8
832,Computers and Scanners,Telephones and Intercomms,Florence,LL_129462,41042,South,21/06/2022,Kentucky,Friendly,1,857,0,48,14,2
833,Computers and Scanners,Telephones and Intercomms,Florence,LL_129462,41042,South,21/06/2022,Kentucky,Low,1,5,0,52,2,13
834,Stationary,Paper,Tampa,LL_165316,33614,South,27/07/2021,Florida,Low,1,5,0,50,1,8
835,Stationary,Pens,Tampa,LL_165316,33614,South,27/07/2021,Florida,Low,1,959,0,52,5,18
836,Computers and Scanners,Fax Machines,Tampa,LL_165316,33614,South,27/07/2021,Florida,Low,1,5,0,45,1,4
837,Stationary,Folders,Tyler,LL_115987,75701,Central,13/09/2019,Texas,Low,1,5,0,48,1,10
838,Stationary,Paper,Columbia,LL_156083,38401,South,11/11/2022,Tennessee,Low,1,34,0,59,1,5
839,Computers and Scanners,Telephones and Intercomms,Fort Worth,LL_137547,76106,Central,12/03/2021,Texas,Low,1,231,0,48,2,53
840,Stationary,Paper,New York City,LL_100454,10035,East,25/11/2020,New York,Low,1,20,0,54,6,3
841,Stationary,Paper,New York City,LL_100454,10035,East,25/11/2020,New York,Low,1,302,0,47,5,17
842,Shelves and Couches,Book Shelf,New York City,LL_100454,10035,East,25/11/2020,New York,Low,1,133,0,58,3,5
843,Stationary,Folders,Los Angeles,LL_161669,90036,West,9/11/2021,California,Moderate,15,536,1,70,6,71
844,Stationary,Folders,Los Angeles,LL_161669,90036,West,9/11/2021,California,Low,1,762,0,49,6,5
845,Stationary,Additional Supplies,Los Angeles,LL_161669,90036,West,9/11/2021,California,Low,1,744,0,58,0,5
846,Stationary,Barcode Labels,Los Angeles,LL_161669,90036,West,9/11/2021,California,Moderate,1,377,0,56,0,74
847,Computers and Scanners,Telephones and Intercomms,Louisville,LL_114300,40214,South,17/10/2020,Kentucky,Low,1,629,0,60,18,5
848,Shelves and Couches,Desk Chairs,Louisville,LL_114300,40214,South,17/10/2020,Kentucky,Low,1,108,0,57,7,5
849,Shelves and Couches,Desks and Tables,Lorain,LL_107503,44052,East,6/01/2022,Ohio,Friendly,1,267,0,58,4,21
850,Computers and Scanners,Scanners,Linden,LL_107755,7036,East,12/02/2019,New Jersey,Low,1,5,0,52,1,9
851,Stationary,Paper,Salinas,LL_152534,93905,West,25/06/2021,California,Low,1,86,0,52,2,5
852,Stationary,Paper,Salinas,LL_152534,93905,West,25/06/2021,California,Moderate,1,552,0,54,4,35
853,Stationary,Paper,Jackson,LL_113747,39212,South,4/06/2021,Mississippi,Moderate,1,28,0,44,5,2
854,Shelves and Couches,Desks and Tables,New York City,LL_123274,10035,East,24/02/2021,New York,Low,1,5,0,54,2,3
855,Stationary,Containers,New York City,LL_123274,10035,East,24/02/2021,New York,Low,5,796,0,74,5,6
856,Stationary,Paper,New York City,LL_125612,10035,East,8/08/2019,New York,Moderate,1,5,0,61,1,18
